SJNB, Test_session, Date, Age, trial, boxcount1, boxcount2, RT 
005,5,20-Feb-2019 13:56,5,1,1,0,879
005,5,20-Feb-2019 13:56,5,2,1,1,895
005,5,20-Feb-2019 13:56,5,3,2,1,886
005,5,20-Feb-2019 13:56,5,4,2,2,872
005,5,20-Feb-2019 13:56,5,5,2,3,762
005,5,20-Feb-2019 13:56,5,6,2,4,818
