SJNB, Test_session, Date, Age, trial, boxcount1, boxcount2, RT 
003,3,20-Feb-2019 14:28,3,1,0,1,1453
003,3,20-Feb-2019 14:28,3,2,0,1,1453
003,3,20-Feb-2019 14:28,3,3,0,1,1453
003,3,20-Feb-2019 14:28,3,4,0,1,1453
003,3,20-Feb-2019 14:28,3,5,0,1,1453
003,3,20-Feb-2019 14:28,3,6,0,1,1453
