SJNB, Test_session, Date, Age, trial, boxcount1, boxcount2, RT 
033,3,20-Feb-2019 14:29,3,1,1,0,1451
033,3,20-Feb-2019 14:29,3,2,1,0,1451
033,3,20-Feb-2019 14:29,3,3,1,0,1451
033,3,20-Feb-2019 14:29,3,4,1,0,1451
033,3,20-Feb-2019 14:29,3,5,1,0,1451
033,3,20-Feb-2019 14:29,3,6,1,0,1451
